catalog,position,person,personID,start,end,gender,DOB,DOD,image,enwiki
Belgium,Senator of Belgium,Bart Van Malderen,Q2885876,2014,2019,male,1973-11-17,,Bart van malderen-1455959512.JPG,
Belgium,Senator of Belgium,Bertin Mampaka Mankamba,Q2899378,2014,2019,male,1957-04-06,,BertinMampaka-powerpoint(petit).jpg,
Belgium,Senator of Belgium,Christie Morreale,Q2965845,2014,2019,female,1977-06-14,,,
Belgium,Senator of Belgium,Christine Defraigne,Q2965912,2014,2019,female,1962-04-29,,Christine Defraigne - February 2015 (cropped).jpg,Christine Defraigne
Belgium,Senator of Belgium,Cécile Thibaut,Q3009792,2014,2019,female,1967-03-22,,,
Belgium,Senator of Belgium,Peter Van Rompuy,Q3140213,2014,,male,1980-03-05,,Peter Van Rompuy - 2019.jpg,Peter Van Rompuy
Belgium,Senator of Belgium,Peter Van Rompuy,Q3140213,2014,2019,male,1980-03-05,,Peter Van Rompuy - 2019.jpg,Peter Van Rompuy
Belgium,Senator of Belgium,Jean-Paul Wahl,Q3168714,2014,2019,male,1955-11-17,,Jean-Paul WAHL.jpg,
Belgium,Senator of Belgium,Wilfried Vandaele,Q3289954,2014,2018,male,1959-06-05,,Wilfried Vandaele - 2019.jpg,Wilfried Vandaele
Belgium,Senator of Belgium,Nadia El Yousfi,Q3334868,2014,,female,1965-02-01,,,
Belgium,Senator of Belgium,Nadia El Yousfi,Q3334868,2014,2019,female,1965-02-01,,,
Belgium,Senator of Belgium,Olivier Destrebecq,Q3350975,2014,2019,male,1965-03-21,,OlivierDestrebecq.jpg,
Belgium,Senator of Belgium,Philippe Henry,Q3380006,2014,2019,male,1971-04-23,,,Philippe Henry
Belgium,Senator of Belgium,Olga Zrihen,Q638115,2014,2019,female,1953-01-10,,Olga Zrihen (2016).jpeg,Olga Zrihen
Belgium,Senator of Belgium,Jan Peumans,Q951432,2014,2019,male,1951-01-06,,(Jan Peumans) Latvijā viesojas Beļģijas Karalistes Flandrijas reģiona parlamenta priekšsēdētājs.jpg,Jan Peumans
Belgium,Senator of Belgium,Jan Van Esbroeck,Q968689,2014,2019,male,1968-09-30,,,Jan Van Esbroeck
Belgium,Senator of Belgium,Hélène Ryckmans,Q17497048,2014-03-07,2019-05-25,female,1959-05-20,,Hélène Ryckmans.jpg,Hélène Ryckmans
Belgium,Senator of Belgium,Jacques Brotchi,Q1677920,2014-07-03,2019,male,1942-08-11,,,Jacques Brotchi
Belgium,Senator of Belgium,Ben Weyts,Q2271035,2014-07-03,2014-07-25,male,1970-11-12,,Informal Meeting of EU Tourism Ministers Handshake (40238420081) (cropped).jpg,Ben Weyts
Belgium,Senator of Belgium,Christophe Lacroix,Q2966321,2014-07-10,2014-07-22,male,1966-12-22,,Prestation de serment tribune.jpg,
Belgium,Senator of Belgium,Christophe Lacroix,Q2966321,2017-09-01,2019,male,1966-12-22,,Prestation de serment tribune.jpg,
Belgium,Senator of Belgium,Philippe Dodrimont,Q3379741,2018,2019,male,1964-06-01,,Philippe Dodrimont.jpg,
Belgium,Senator of Belgium,Alexander Miesen,Q14900115,2019,2022,male,1983-03-16,,Alexander Miesen.jpg,
Belgium,Senator of Belgium,Karin Brouwers,Q2541828,2019,,female,1964-07-27,,Karin Brouwers - 2019.jpg,
Belgium,Senator of Belgium,Jean-Paul Wahl,Q3168714,2019,,male,1955-11-17,,Jean-Paul WAHL.jpg,
Belgium,Senator of Belgium,Orry Van de Wauwer,Q33251572,2019-01-11,,male,1988-03-01,,,
Belgium,Senator of Belgium,Orry Van de Wauwer,Q33251572,2019-01-11,2019,male,1988-03-01,,,
Belgium,Senator of Belgium,Nadia Sminate,Q678436,2019-01-11,,female,1981-12-29,,Nadia sminate-1517993058.JPG,Nadia Sminate
Belgium,Senator of Belgium,Nadia Sminate,Q678436,2019-01-11,2019,female,1981-12-29,,Nadia sminate-1517993058.JPG,Nadia Sminate
Belgium,Senator of Belgium,Hélène Ryckmans,Q17497048,2019-04-07,,female,1959-05-20,,Hélène Ryckmans.jpg,Hélène Ryckmans
Belgium,Senator of Belgium,Katia Segers,Q17300296,2019-05,,female,1967-06-11,,Katia Segers - 2019.jpg,
Belgium,Senator of Belgium,Willem-Frederik Schiltz,Q2052744,2019-05,,male,1979-06-22,,,Willem-Frederik Schiltz
Belgium,Senator of Belgium,Sabine de Bethune,Q2325582,2019-05,,female,1958-07-16,,,Sabine de Bethune
Belgium,Senator of Belgium,Martine Fournier,Q2371057,2019-05,,female,1965-06-29,,Martine Fournier - 2019.jpg,
Belgium,Senator of Belgium,Stijn Bex,Q2734646,2019-05,,male,1976-06-15,,Stijn Bex 2.jpg,
Belgium,Senator of Belgium,Carina Van Cauter,Q2938795,2019-05,,female,1962-06-27,,Carina-van-tittelboom-van-cauter-1359732140.jpg,Carina Van Cauter
Belgium,Senator of Belgium,Philippe Muyters,Q639006,2019-05,,male,1961-12-06,,Philippe-muyters.jpg,Philippe Muyters
Belgium,Senator of Belgium,John Pitseys,Q64667403,2019-05,,male,1979-01-23,,,
Belgium,Senator of Belgium,Latifa Gahouchi,Q16269692,2019-07-04,,female,1961-02-26,,Latifa Gahouchi.jpg,
Belgium,Senator of Belgium,Véronique Durenne,Q17350557,2019-07-04,,female,1969-03-08,,VéroDurennecourt.jpg,
Belgium,Senator of Belgium,Julien Uyttendaele,Q17497092,2019-07-04,,male,1991-05-04,,Belga 201406102104 44574523 PS Julien Uyttendaele.jpg,
Belgium,Senator of Belgium,Annick Lambrecht,Q17836281,2019-07-04,,female,1969-12-09,,Annick Lambrecht.jpg,
Belgium,Senator of Belgium,André Antoine,Q2030961,2019-07-04,,male,1960-02-03,,André Antoine.jpg,André Antoine (politician)
Belgium,Senator of Belgium,Karolien Grosemans,Q2359077,2019-07-04,,female,1970-03-09,,Karolien Grosemans.jpg,Karolien Grosemans
Belgium,Senator of Belgium,Els Ampe,Q2723306,2019-07-04,,female,1979-01-18,,Els Ampe.jpg,
Belgium,Senator of Belgium,Kurt De Loor,Q2744376,2019-07-04,,male,1970-12-10,,Kurt De Loor Studio Vlaams Parlement.jpg,
Belgium,Senator of Belgium,André Frédéric,Q2847784,2019-07-04,,male,1958-07-04,,,
Belgium,Senator of Belgium,Anne-Catherine Goffinet,Q2850746,2019-07-04,,female,1978-01-04,,,
Belgium,Senator of Belgium,Gaëtan Van Goidsenhoven,Q3099926,2019-07-04,,male,1973-10-02,,Van Goidsenhoven Gaëtan.png,
Belgium,Senator of Belgium,Leo Pieters,Q3229583,2019-07-04,,male,1962-05-01,,,Leo Pieters
Belgium,Senator of Belgium,Philippe Dodrimont,Q3379741,2019-07-04,,male,1964-06-01,,Philippe Dodrimont.jpg,
Belgium,Senator of Belgium,Yves Buysse,Q3573534,2019-07-04,,male,1968-09-03,,,Yves Buysse
Belgium,Senator of Belgium,Sabine Laruelle,Q508073,2019-07-04,,female,1965-06-02,,Sabine Laruelle 2011.jpg,Sabine Laruelle
Belgium,Senator of Belgium,Jos D'Haese,Q64210693,2019-07-04,,male,1992-08-24,,"Jos D'Haese, Back to the Climate 2021 (2).jpg",
Belgium,Senator of Belgium,Allessia Claes,Q64222344,2019-07-04,,female,1981-11-19,,,Allessia Claes
Belgium,Senator of Belgium,Freya Perdaens,Q64222346,2019-07-04,,female,1989-01-29,,,Freya Perdaens
Belgium,Senator of Belgium,Antoine Hermant,Q64589499,2019-07-04,,male,1979-04,,,
Belgium,Senator of Belgium,Laure Lekane,Q64590459,2019-07-04,,female,1989-11-05,,,Laure Lekane
Belgium,Senator of Belgium,Samuel Nemes,Q64590525,2019-07-04,,male,1988-09-01,,,
Belgium,Senator of Belgium,Maaike De Vreese,Q64667301,2019-07-04,,female,1984-07-26,,,Maaike De Vreese
Belgium,Senator of Belgium,Rodrigue Demeuse,Q64667373,2019-07-04,,male,1992-09-18,,,
Belgium,Senator of Belgium,Fatima Ahallouch,Q64667391,2019-07-04,,female,1981-10-16,,,
Belgium,Senator of Belgium,Farida Tahar,Q64667396,2019-07-04,,female,1977-11-20,,,
Belgium,Senator of Belgium,Klaas Slootmans,Q64706422,2019-07-04,,male,1983-09-08,,Klaas Slootmans - 2019.jpg,Klaas Slootmans
Belgium,Senator of Belgium,Adeline Blancquaert,Q64706424,2019-07-04,,female,1996-05-24,,Adeline Blancquaert - 2019.jpg,Adeline Blancquaert
Belgium,Senator of Belgium,Chris Steenwegen,Q65088441,2019-07-04,,male,1958-01-16,,Chris Steenwegen Studio Vlaams Parlement.png,
Belgium,Senator of Belgium,Rik Daems,Q1382799,2019-07-12,,male,1959-08-18,,2021 Rik Daems.jpg,Rik Daems
Belgium,Senator of Belgium,Georges-Louis Bouchez,Q18433444,2019-07-12,,male,1986-03-23,,Georges-Louis Bouchez.jpg,Georges-Louis Bouchez
Belgium,Senator of Belgium,Mark Demesmaeker,Q2368415,2019-07-12,,male,1958-09-12,,"Mark Demesmaeker,Belgium-MIP-Europaparlament-by-Leila-Paul-3.jpg",Mark Demesmaeker
Belgium,Senator of Belgium,Jules Eerdekens,Q65178148,2019-07-12,,male,1977-11-19,,,
Belgium,Senator of Belgium,Ayse Yigit,Q65282609,2019-07-12,,female,1972-10,,,
Belgium,Senator of Belgium,France Masai,Q65283657,2019-07-12,,female,1981-09-21,,,
Belgium,Senator of Belgium,Philippe Courard,Q468118,2019-10-08,,male,1966-09-02,,Philippe Courard.jpg,
Belgium,Senator of Belgium,Soetkin Hoessen,Q65686051,2019-10-08,,female,1985-03-30,,,
Belgium,Senator of Belgium,Celia Groothedde,Q65267143,2019-11-13,,female,1977-09-26,,Celia Groothedde.png,
Belgium,Senator of Belgium,Zoé Genot,Q2292686,2020-10-13,,female,1974-05-29,,Zoé Genot.jpg,
Belgium,Senator of Belgium,Tom Ongena,Q69745447,2020-10-13,,male,1975-09-20,,,
Belgium,Senator of Belgium,Cathy Coudyser,Q13457850,2021-02-26,,female,1969-12-14,,Cathy Coudyser.jpg,Cathy Coudyser
Belgium,member of the Parliament of Wallonia,Jean Namotte,Q3173673,1992,2004,male,1934-12-01,2019-04-06,,Jean Namotte
Belgium,member of the Parliament of Wallonia,Albert Liénard,Q1283280,1995,2004,male,1938-01-09,2011-03-31,,
Belgium,member of the Parliament of Wallonia,Xavier Desgain,Q3570655,1995,2004,male,1960-04-29,,Xavier Desgain.jpg,
Belgium,member of the Parliament of Wallonia,Bernard Wesphael,Q2266899,1999,2014,male,1958-09-25,,Bernard WESPHAEL.jpg,
Belgium,member of the Parliament of Wallonia,Véronique Cornet,Q3564297,1999,2015,female,1968-08-31,2015-07-14,,
Belgium,member of the Parliament of Wallonia,Paul Furlan,Q2657782,1999-06-29,2004-12-06,male,1962-11-03,,Paul FURLAN.jpg,Paul Furlan
Belgium,member of the Parliament of Wallonia,Jean-Pierre Detremmerie,Q2741951,2004,2005-04-20,male,1940-10-10,2016-02-21,Jean-Pierre Detremmerie.jpg,Jean-Pierre Detremmerie
Belgium,member of the Parliament of Wallonia,Christophe Collignon,Q2966163,2004,,male,1969-07-21,,CHRISTOPHE-COLLIGNON1.jpg,Christophe Collignon
Belgium,member of the Parliament of Wallonia,Paul Furlan,Q2657782,2004-06-29,2009-06-06,male,1962-11-03,,Paul FURLAN.jpg,Paul Furlan
Belgium,member of the Parliament of Wallonia,Joëlle Kapompole,Q617955,2004-06-29,2009-06-06,female,1971-12-23,,Photo de profil JK.jpg,Joëlle Kapompolé
Belgium,member of the Parliament of Wallonia,Jean-Claude Van Cauwenberghe,Q1684787,2005,2009,male,1944-04-28,,Van-cau-si-cravate.jpg,Jean-Claude Van Cauwenberghe
Belgium,member of the Parliament of Wallonia,Anne-Catherine Goffinet,Q2850746,2009,2014,female,1978-01-04,,,
Belgium,member of the Parliament of Wallonia,Hugues Bayet,Q3142509,2009,2014,male,1975-04-12,,Hugues Bayet.JPG,Hugues Bayet
Belgium,member of the Parliament of Wallonia,Patrick Dupriez,Q3369411,2009,2014,male,1968-02-17,,Zakia Khattabi et Patrick Dupriez - débat élection coprésidence Écolo - Charleroi mars 2015 - 1.jpg,Patrick Dupriez
Belgium,member of the Parliament of Wallonia,Xavier Desgain,Q3570655,2009,2014,male,1960-04-29,,Xavier Desgain.jpg,
Belgium,member of the Parliament of Wallonia,Alfred Gadenne,Q954982,2009,2014,male,1946-01-31,2017-09-11,Alfred Gadenne.jpg,Alfred Gadenne
Belgium,member of the Parliament of Wallonia,Paul Furlan,Q2657782,2009-06-23,2009-07-15,male,1962-11-03,,Paul FURLAN.jpg,Paul Furlan
Belgium,member of the Parliament of Wallonia,Matthieu Daele,Q3299878,2009-06-23,2014-05-24,male,1981-02-05,,Matthieu Daele.jpg,
Belgium,member of the Parliament of Wallonia,Joëlle Kapompole,Q617955,2009-06-23,2014-05-24,female,1971-12-23,,Photo de profil JK.jpg,Joëlle Kapompolé
Belgium,member of the Parliament of Wallonia,Paul Magnette,Q1341556,2009-07-16,2009-07-17,male,1971-06-28,,Paul Magnette.jpg,Paul Magnette
Belgium,member of the Parliament of Wallonia,Michel Daerden,Q772642,2011-12,2012-08,male,1949-11-16,2012-08-05,Michel Daerden675.jpg,Michel Daerden
Belgium,member of the Parliament of Wallonia,Latifa Gahouchi,Q16269692,2012,,female,1961-02-26,,Latifa Gahouchi.jpg,
Belgium,member of the Parliament of Wallonia,Véronique Durenne,Q17350557,2014,,female,1969-03-08,,VéroDurennecourt.jpg,
Belgium,member of the Parliament of Wallonia,Josy Arens,Q2097477,2014,2019,male,1952-05-30,,Josy Arens.jpg,
Belgium,member of the Parliament of Wallonia,Anthony Dufrane,Q2852849,2014,2019,male,1977-07-10,,Anthony Dufrane - Charleroi - BPS22 - 2015-09-25 - 1.jpg,
Belgium,member of the Parliament of Wallonia,Paul Magnette,Q1341556,2014-06-13,2014-07-22,male,1971-06-28,,Paul Magnette.jpg,Paul Magnette
Belgium,member of the Parliament of Wallonia,André-Pierre Puget,Q17497030,2014-06-13,2019-06-11,male,1967-08-03,,AndrePierrePuget.jpg,
Belgium,member of the Parliament of Wallonia,Hélène Ryckmans,Q17497048,2014-06-13,2019-05-25,female,1959-05-20,,Hélène Ryckmans.jpg,Hélène Ryckmans
Belgium,member of the Parliament of Wallonia,Paul Furlan,Q2657782,2014-06-13,2014-07-22,male,1962-11-03,,Paul FURLAN.jpg,Paul Furlan
Belgium,member of the Parliament of Wallonia,Jacqueline Galant,Q3157724,2014-06-13,2014-10-11,female,1974-03-18,,,Jacqueline Galant
Belgium,member of the Parliament of Wallonia,Joëlle Kapompole,Q617955,2014-06-13,2019-05-25,female,1971-12-23,,Photo de profil JK.jpg,Joëlle Kapompolé
Belgium,member of the Parliament of Wallonia,Julie Patte,Q17497007,2014-07-22,2014-09,female,1976-11-26,,"Julie Patte, échevine de Charleroi.jpg",
Belgium,member of the Parliament of Wallonia,Georges-Louis Bouchez,Q18433444,2014-10-22,2016-04-15,male,1986-03-23,,Georges-Louis Bouchez.jpg,Georges-Louis Bouchez
Belgium,member of the Parliament of Wallonia,Jacqueline Galant,Q3157724,2016-04-15,2019-05-25,female,1974-03-18,,,Jacqueline Galant
Belgium,member of the Parliament of Wallonia,Paul Furlan,Q2657782,2017-01-26,2019-05-25,male,1962-11-03,,Paul FURLAN.jpg,Paul Furlan
Belgium,member of the Parliament of Wallonia,Anne-Catherine Goffinet,Q2850746,2019-05-26,,female,1978-01-04,,,
Belgium,member of the Parliament of Wallonia,Antoine Hermant,Q64589499,2019-05-26,,male,1979-04,,,
Belgium,member of the Parliament of Wallonia,Laure Lekane,Q64590459,2019-05-26,,female,1989-11-05,,,Laure Lekane
Belgium,member of the Parliament of Wallonia,Samuel Nemes,Q64590525,2019-05-26,,male,1988-09-01,,,
Belgium,member of the Parliament of Wallonia,Rodrigue Demeuse,Q64667373,2019-05-26,,male,1992-09-18,,,
Belgium,member of the Parliament of Wallonia,Fatima Ahallouch,Q64667391,2019-05-26,,female,1981-10-16,,,
Belgium,member of the Parliament of Wallonia,Latifa Gahouchi,Q16269692,2019-06-11,,female,1961-02-26,,Latifa Gahouchi.jpg,
Belgium,member of the Parliament of Wallonia,Véronique Durenne,Q17350557,2019-06-11,,female,1969-03-08,,VéroDurennecourt.jpg,
Belgium,member of the Parliament of Wallonia,Gwenaëlle Grovonius,Q17350626,2019-06-11,,female,1978-10-16,,"Gwenaëlle Grovonius, 2014.jpg",
Belgium,member of the Parliament of Wallonia,Dimitri Legasse,Q17350734,2019-06-11,,male,1970-08-16,,,
Belgium,member of the Parliament of Wallonia,Benoît Dispa,Q17428152,2019-06-11,,male,1963-09-18,,,
Belgium,member of the Parliament of Wallonia,René Collin,Q17429238,2019-06-11,,male,1958-04-29,,Rene Collin.jpg,
Belgium,member of the Parliament of Wallonia,François Desquesnes,Q17485917,2019-06-11,,male,1971-05-03,,,
Belgium,member of the Parliament of Wallonia,Hélène Ryckmans,Q17497048,2019-06-11,,female,1959-05-20,,Hélène Ryckmans.jpg,Hélène Ryckmans
Belgium,member of the Parliament of Wallonia,Nicolas Tzanetatos,Q17497090,2019-06-11,,male,1981-06-28,,,
Belgium,member of the Parliament of Wallonia,Mathilde Vandorpe,Q17497095,2019-06-11,,female,1981-12-19,,Mathilde Vandorpe J1.jpg,
Belgium,member of the Parliament of Wallonia,Sophie Pécriaux,Q2020669,2019-06-11,,female,1967-02-18,,,
Belgium,member of the Parliament of Wallonia,André Antoine,Q2030961,2019-06-11,,male,1960-02-03,,André Antoine.jpg,André Antoine (politician)
Belgium,member of the Parliament of Wallonia,Christophe Bastin,Q2161153,2019-06-11,,male,1968-12-29,,,
Belgium,member of the Parliament of Wallonia,Alda Greoli,Q23841368,2019-06-11,,female,1962-10-26,,Alda Greoli.jpg,
Belgium,member of the Parliament of Wallonia,Paul Furlan,Q2657782,2019-06-11,,male,1962-11-03,,Paul FURLAN.jpg,Paul Furlan
Belgium,member of the Parliament of Wallonia,Laurent Devin,Q2665838,2019-06-11,,male,1970-03-16,,,
Belgium,member of the Parliament of Wallonia,Mauro Lenzini,Q2788502,2019-06-11,,male,1957-09-25,,,
Belgium,member of the Parliament of Wallonia,André Frédéric,Q2847784,2019-06-11,,male,1958-07-04,,,
Belgium,member of the Parliament of Wallonia,Caroline Cassart-Mailleux,Q2939974,2019-06-11,,female,1973-06-01,,,
Belgium,member of the Parliament of Wallonia,Christophe Collignon,Q2966163,2019-06-11,,male,1969-07-21,,CHRISTOPHE-COLLIGNON1.jpg,Christophe Collignon
Belgium,member of the Parliament of Wallonia,Emmanuel Disabato,Q3052678,2019-06-11,,male,1978-05-11,,,
Belgium,member of the Parliament of Wallonia,Jacqueline Galant,Q3157724,2019-06-11,,female,1974-03-18,,,Jacqueline Galant
Belgium,member of the Parliament of Wallonia,Jean-Charles Luperto,Q3164669,2019-06-11,,male,1973-11-17,,,
Belgium,member of the Parliament of Wallonia,Jean-Paul Wahl,Q3168714,2019-06-11,,male,1955-11-17,,Jean-Paul WAHL.jpg,
Belgium,member of the Parliament of Wallonia,Marie-Martine Schyns,Q3292145,2019-06-11,,female,1977-05-19,,,
Belgium,member of the Parliament of Wallonia,Olivier Maroy,Q3351190,2019-06-11,,male,1962-06-07,,,
Belgium,member of the Parliament of Wallonia,Philippe Dodrimont,Q3379741,2019-06-11,,male,1964-06-01,,Philippe Dodrimont.jpg,
Belgium,member of the Parliament of Wallonia,Stéphane Hazée,Q3501822,2019-06-11,,male,1975-05-03,,,
Belgium,member of the Parliament of Wallonia,Sybille de Coster-Bauchau,Q3506764,2019-06-11,,female,1953-02-23,,,
Belgium,member of the Parliament of Wallonia,Veronica Cremasco,Q3556029,2019-06-11,,female,1975-03-28,,,
Belgium,member of the Parliament of Wallonia,Philippe Courard,Q468118,2019-06-11,,male,1966-09-02,,Philippe Courard.jpg,
Belgium,member of the Parliament of Wallonia,Sabine Laruelle,Q508073,2019-06-11,,female,1965-06-02,,Sabine Laruelle 2011.jpg,Sabine Laruelle
Belgium,member of the Parliament of Wallonia,Diana Nikolic,Q59906173,2019-06-11,,female,1978-10-12,,Diana Nikolic.jpg,
Belgium,member of the Parliament of Wallonia,Joëlle Kapompole,Q617955,2019-06-11,,female,1971-12-23,,Photo de profil JK.jpg,Joëlle Kapompolé
Belgium,member of the Parliament of Wallonia,Alice Bernard,Q64490269,2019-06-11,,female,1961-08-08,,,
Belgium,member of the Parliament of Wallonia,Germain Mugemangango,Q64576077,2019-06-11,,male,1973-09,,,
Belgium,member of the Parliament of Wallonia,Jean-Pierre Lepine,Q64578219,2019-06-11,,male,1959-06-28,,,
Belgium,member of the Parliament of Wallonia,John Beugnies,Q64588440,2019-06-11,,male,1967-10,,,
Belgium,member of the Parliament of Wallonia,Julien Liradelfo,Q64590475,2019-06-11,,male,1985-08-06,,,
Belgium,member of the Parliament of Wallonia,Amandine Pavet,Q64590542,2019-06-11,,female,1988-09,,,
Belgium,member of the Parliament of Wallonia,Anouk Vandevoorde,Q64590588,2019-06-11,,female,1989-02,,,
Belgium,member of the Parliament of Wallonia,Julien Matagne,Q64667345,2019-06-11,,male,,,,
Belgium,member of the Parliament of Wallonia,Anne Kelleter,Q64667354,2019-06-11,,female,,,,
Belgium,member of the Parliament of Wallonia,Christophe Clersy,Q64667361,2019-06-11,,male,1976-03-02,,,
Belgium,member of the Parliament of Wallonia,Olivier Bierin,Q64667362,2019-06-11,,male,1985-12-06,,,
Belgium,member of the Parliament of Wallonia,Laurent Heyvaert,Q64667364,2019-06-11,,male,,,,
Belgium,member of the Parliament of Wallonia,Jean-Philippe Florent,Q64667375,2019-06-11,,male,1977,,,
Belgium,member of the Parliament of Wallonia,Valérie Delporte,Q64667376,2019-06-11,,female,,,,
Belgium,member of the Parliament of Wallonia,Christine Mauel,Q64667378,2019-06-11,,female,1981-06-01,,,
Belgium,member of the Parliament of Wallonia,Françoise Mathieux,Q64667379,2019-06-11,,female,,,,
Belgium,member of the Parliament of Wallonia,Rachel Sobry,Q64667380,2019-06-11,,female,1993-05,,Rachel Sobry Bureau.jpg,Rachel Sobry
Belgium,member of the Parliament of Wallonia,Anne Laffut,Q64667383,2019-06-11,,female,,,,
Belgium,member of the Parliament of Wallonia,Manu Douette,Q64667385,2019-06-11,,male,,,,
Belgium,member of the Parliament of Wallonia,Mourad Sahli,Q64667387,2019-06-11,,male,,,,
Belgium,member of the Parliament of Wallonia,Sabine Roberty,Q64667388,2019-06-11,,female,,,,
Belgium,member of the Parliament of Wallonia,Michel Di Mattia,Q64667389,2019-06-11,,male,,,,
Belgium,member of the Parliament of Wallonia,Thierry Witsel,Q64667390,2019-06-11,,male,,,,
Belgium,member of the Parliament of Wallonia,Jori Dupont,Q64667392,2019-06-11,,male,1985-02-08,,Jori dupont.jpg,
Belgium,member of the Parliament of Wallonia,Rudy Demotte,Q946066,2019-06-11,,male,1963-06-03,,Rudy demotte.jpg,Rudy Demotte
Belgium,member of the Parliament of Wallonia,Jean-Claude Marcourt,Q979391,2019-06-11,,male,1956-10-16,,Jean Claude Marcourt.jpg,Jean-Claude Marcourt
Belgium,member of the Parliament of Wallonia,Frédérick Botin,Q65283339,2019-06-26,,male,,,,
Belgium,member of the Parliament of Wallonia,Philippe Blanchart,Q679155,2019-06-26,2019-12-26,male,1963-02-13,2019-12-26,,
Belgium,member of the Parliament of Wallonia,Yves Evrard,Q17350569,2019-09-16,,male,1969-03-19,,,
Belgium,member of the Parliament of Wallonia,Eddy Fontaine,Q28802636,2019-09-16,,male,1964-06-28,,,
Belgium,member of the Parliament of Wallonia,Hervé Cornillie,Q67655820,2019-09-16,,male,,,,
Belgium,member of the Parliament of Wallonia,Laurent Léonard,Q67656421,2019-09-16,,male,,,,
Belgium,member of the Parliament of Wallonia,Nicolas Janssen,Q67656469,2019-09-16,,male,1974-11-18,,,
Belgium,member of the Parliament of Wallonia,Charles Gardier,Q17355270,2019-09-18,,male,1965-09-22,,Charles Gardier.jpg,
Belgium,member of the Parliament of Wallonia,Laurent Agache,Q68073735,2019-09-18,,male,,,,
Belgium,Senator by Right,Philippe I of Belgium,Q155004,1994,2013,male,1960-04-15,,Philippe of Belgium in 2019.jpg,Philippe of Belgium
Belgium,Senator by Right,"Princess Astrid, Archduchess of Austria-Este",Q170194,1996,2013,female,1962-06-05,,Princess Astrid at the World Investment Forum 2018 (cropped).jpg,Princess Astrid of Belgium
Belgium,Senator by Right,Prince Laurent of Belgium,Q700152,2000,2013,male,1963-10-19,,Prince Laurent of Belgium (2015 F).jpg,Prince Laurent of Belgium
Belgium,Co-opted Senator,Jacques Brotchi,Q1677920,2004,2009,male,1942-08-11,,,Jacques Brotchi
Belgium,Co-opted Senator,Filip Anthuenis,Q2532599,2007,2009,male,1965-11-28,,,Filip Anthuenis
Belgium,Co-opted Senator,Karl Vanlouwe,Q1859093,2010,2014,male,1970-10-22,,Karl Vanlouwe - 2019.jpg,Karl Vanlouwe
Belgium,Co-opted Senator,Peter Van Rompuy,Q3140213,2010-06-29,2012-12-18,male,1980-03-05,,Peter Van Rompuy - 2019.jpg,Peter Van Rompuy
Belgium,Co-opted Senator,Bert Anciaux,Q2746986,2014,2019,male,1959-09-11,,Bert Anciaux (1261992492).jpg,Bert Anciaux
Belgium,Co-opted Senator,Bert Anciaux,Q2746986,2019,,male,1959-09-11,,Bert Anciaux (1261992492).jpg,Bert Anciaux
Belgium,Co-opted Senator,Benjamin Dalle,Q16069420,2019-01,2019-05,male,1982-08-30,,Foto Benjamin Dalle.jpg,
Belgium,Co-opted Senator,Fourat Ben Chikha,Q65283737,2019-07-12,,male,1980-11-25,,Fourat Ben Chikha.jpg,
Belgium,Co-opted Senator,Bob De Brabandere,Q65284044,2019-07-12,,male,1987-08-31,,,Bob De Brabandere
Belgium,Co-opted Senator,Maud Vanwalleghem,Q109941635,2021-10-12,,female,1988-12-27,,,
Belgium,member of the Parliament of the French Community,Christophe Collignon,Q2966163,2004,,male,1969-07-21,,CHRISTOPHE-COLLIGNON1.jpg,Christophe Collignon
Belgium,member of the Parliament of the French Community,Véronique Jamoulle,Q3564319,2004,2009,female,1959-02-04,,,
Belgium,member of the Parliament of the French Community,Anne-Catherine Goffinet,Q2850746,2009,2014,female,1978-01-04,,,
Belgium,member of the Parliament of the French Community,Gaëtan Van Goidsenhoven,Q3099926,2009,,male,1973-10-02,,Van Goidsenhoven Gaëtan.png,
Belgium,member of the Parliament of the French Community,Zakia Khattabi,Q3574660,2009,2014,female,1976-01-15,,Zakia Khattabi et Patrick Dupriez - débat élection coprésidence Écolo - Charleroi mars 2015 - 1.jpg,Zakia Khattabi
Belgium,member of the Parliament of the French Community,Matthieu Daele,Q3299878,2009-06-30,,male,1981-02-05,,Matthieu Daele.jpg,
Belgium,member of the Parliament of the French Community,Latifa Gahouchi,Q16269692,2012,,female,1961-02-26,,Latifa Gahouchi.jpg,
Belgium,member of the Parliament of the French Community,Nadia El Yousfi,Q3334868,2013,,female,1965-02-01,,,
Belgium,member of the Parliament of the French Community,Isabelle Emmery,Q3154918,2014,,female,1966-07-03,,,
Belgium,member of the Parliament of the French Community,Paul Magnette,Q1341556,2014-06-17,2014-07-22,male,1971-06-28,,Paul Magnette.jpg,Paul Magnette
Belgium,member of the Parliament of the French Community,André-Pierre Puget,Q17497030,2014-06-17,2019-06-18,male,1967-08-03,,AndrePierrePuget.jpg,
Belgium,member of the Parliament of the French Community,Hélène Ryckmans,Q17497048,2014-06-17,,female,1959-05-20,,Hélène Ryckmans.jpg,Hélène Ryckmans
Belgium,member of the Parliament of the French Community,Jacqueline Galant,Q3157724,2014-06-17,2014-10-11,female,1974-03-18,,,Jacqueline Galant
Belgium,member of the Parliament of the French Community,Georges-Louis Bouchez,Q18433444,2014-11-05,2016-04-15,male,1986-03-23,,Georges-Louis Bouchez.jpg,Georges-Louis Bouchez
